sr_code,name,email,password,birthdate,gender,civil_status,scholar,working_student,activities,transportation,accommodation,characteristics,interest,subjects_enrolled,year_started,year_level,target_gwa,learning_style,attended_seminars
20-14149,Charles Lewis,20-14149@g.batstate-u.edu.ph,lHlQe09^Z,2000-07-18,Male,Single,False,False,False,Private Car / Taxi,Apartment,"Honest, Cooperative, Persistent, Careful","Programming, Travel, Yoga, Music","CS 321, CS 322, CS 324, Math 409, GEd 103, NTT 404",2020,Third Year,2,"Read/Write, Social, Auditory, Logical / Patterns, Visual",1
21-98399,Regina Trevino,21-98399@g.batstate-u.edu.ph,wP5s6y-+,2003-01-31,Female,Single,False,False,False,Bus,Apartment,"Ambitious, Honest, Punctual","Dancing, Volunteering, Music, Travel","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,1.5,"Social, Kinaesthetic / Hands-on, Auditory, Read/Write, Logical / Patterns, Intuitive",7
21-62813,Katrina Hutchinson,21-62813@g.batstate-u.edu.ph,a9E>5e)(,2001-05-22,Female,Single,False,False,False,Private Car / Taxi,With Family,"Creative, Adventurous, Honest, Careful, Obedient, Punctual","Music, Dancing","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,1.25,"Visual, Read/Write, Auditory, Logical / Patterns, Kinaesthetic / Hands-on",10
20-56598,Michael Alley,20-56598@g.batstate-u.edu.ph,29k!Hy7C,2002-01-19,Male,Married,False,True,False,Private Car / Taxi,Apartment,"Creative, Alert, Responsible, Consitent","Music, Art, Games, Sports","CS 311, CS 312, IT 321, IT 314, IT 331, Math 408, GEd 104",2020,Third Year,1.5,"Intuitive, Read/Write, Kinaesthetic / Hands-on, Social",2
20-93922,Delores Bania,20-93922@g.batstate-u.edu.ph,ijyQ+Q3-,2002-04-21,Female,Single,False,False,False,Bus,Apartment,"Responsible, Confident, Careful","Sports, Travel","CS 311, CS 312, IT 321, IT 314, IT 331, Math 408, GEd 104",2020,Third Year,2,"Read/Write, Kinaesthetic / Hands-on, Visual, Logical / Patterns, Social",2
19-68443,Mary Johnson,19-68443@g.batstate-u.edu.ph,HMVDb%1zi,1999-10-20,Female,Single,True,True,False,Bicycle,With Family,"Consitent, Careful, Persistent","Music, Reading Books","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1,"Read/Write, Social",7
19-46554,Virginia Potter,19-46554@g.batstate-u.edu.ph,vsmRj+^1GB,2000-04-10,Female,Single,False,False,False,Bus,Apartment,"Diligent, Honest, Witty, Persistent, Obedient","Programming, Sports, Travel, Volunteering","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1,"Social, Logical / Patterns",9
22-84693,Melanie Marshall,22-84693@g.batstate-u.edu.ph,"WoR,M7M(Bd",2004-01-10,Female,Single,True,True,False,Private Car / Taxi,Dormitory,"Creative, Consitent, Obedient","Yoga, Sports, Reading Books, Photography","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,1.25,"Intuitive, Social, Auditory",5
19-99430,Charlene Sanders,19-99430@g.batstate-u.edu.ph,$j+L4&PL6,1999-01-22,Female,Married,False,True,False,Bus,Apartment,"Honest, Cooperative, Punctual","Programming, Volunteering, Music, Sports","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1.5,"Intuitive, Read/Write, Kinaesthetic / Hands-on, Social",7
21-53344,Keith Rooney,21-53344@g.batstate-u.edu.ph,^m-6x-qZS,2002-08-28,Male,Single,False,False,False,Bus,Apartment,"Creative, Cooperative, Punctual, Alert","Yoga, Travel, Reading Books","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1,"Logical / Patterns, Visual, Kinaesthetic / Hands-on, Social, Auditory, Read/Write",5
21-95803,Lilly Maxwell,21-95803@g.batstate-u.edu.ph,qthNBA_0,2002-11-17,Female,Single,True,False,False,Private Car / Taxi,With Family,"Honest, Creative, Analytical, Diligent","Photography, Travel, Sports, Volunteering","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,1.5,"Intuitive, Auditory, Visual",5
20-82517,Mildred Shea,20-82517@g.batstate-u.edu.ph,27kwHvc>+,2001-07-06,Female,Single,True,False,True,Private Car / Taxi,With Family,"Analytical, Diligent, Witty","Yoga, Food, Volunteering, Dancing","CS 311, CS 312, IT 321, IT 314, IT 331, Math 408, GEd 104",2020,Third Year,2,"Intuitive, Kinaesthetic / Hands-on, Read/Write, Visual, Social",6
21-67203,Phillip Greggs,21-67203@g.batstate-u.edu.ph,_y8Kq-G_MV,2002-12-11,Male,Single,False,False,False,Private Car / Taxi,With Family,"Analytical, Careful, Punctual, Witty","Dancing, Yoga, Art, Games","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,1,"Logical / Patterns, Visual, Auditory",7
19-77207,Abraham Carbone,19-77207@g.batstate-u.edu.ph,"7h=,Er#g$G",1999-10-19,Male,Single,False,False,False,Private Car / Taxi,Apartment,"Careful, Persistent, Punctual, Alert, Adaptable","Reading Books, Music","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1.5,"Logical / Patterns, Auditory, Social",2
22-73732,Ida Lawrence,22-73732@g.batstate-u.edu.ph,edgS-1JU,2002-12-04,Female,Single,False,False,False,Private Car / Taxi,Dormitory,"Adventurous, Obedient, Cooperative, Ambitious, Consitent, Alert","Reading Books, Sports, Art, Programming","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,1,"Logical / Patterns, Read/Write, Auditory",5
21-04294,Sandra Mansfield,21-04294@g.batstate-u.edu.ph,^tpIwJf2B+,2001-01-05,Female,Single,False,False,False,Bus,With Family,"Obedient, Alert, Cooperative, Honest","Volunteering, Art, Sports, Photography","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,1.25,"Auditory, Logical / Patterns, Social, Kinaesthetic / Hands-on",4
21-92688,Esperanza Murray,21-92688@g.batstate-u.edu.ph,5M*sB-pa,2003-06-16,Female,Single,False,False,False,Bus,Apartment,"Witty, Cooperative, Ambitious, Diligent, Alert","Dancing, Travel, Sports","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1.5,"Logical / Patterns, Read/Write, Intuitive, Visual, Kinaesthetic / Hands-on, Auditory",5
22-51264,Michelle Dike,22-51264@g.batstate-u.edu.ph,"2$0*b1PS1,",2004-10-15,Female,Single,True,False,True,Bus,With Family,"Persistent, Consitent, Adventurous, Adaptable, Creative, Analytical","Yoga, Sports, Games, Reading Books","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1.5,"Logical / Patterns, Intuitive, Auditory, Read/Write",1
22-81464,Richard Dresser,22-81464@g.batstate-u.edu.ph,^U.-Z1uQ,2004-08-01,Male,Single,True,False,True,Bus,Dormitory,"Ambitious, Analytical, Self-Disciplined","Food, Travel, Games","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,2,"Logical / Patterns, Social",6
22-05527,Anthony Leonard,22-05527@g.batstate-u.edu.ph,c9*R(-u>,2002-01-28,Male,Single,False,False,False,Bus,Dormitory,"Confident, Careful, Adaptable, Self-Disciplined","Yoga, Volunteering","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,2,"Intuitive, Kinaesthetic / Hands-on, Read/Write, Auditory, Social",4
21-54535,Sabrina Hoefert,21-54535@g.batstate-u.edu.ph,"m%9oh8fO,,",2003-09-05,Female,Single,True,False,False,Bus,Apartment,"Cooperative, Adaptable, Responsible","Travel, Volunteering, Dancing","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,2,"Read/Write, Social, Auditory, Logical / Patterns",10
22-00871,Derick Bodnar,22-00871@g.batstate-u.edu.ph,eO$TL6oz0i,2004-12-09,Male,Single,False,True,True,Bus,With Family,"Confident, Cooperative, Analytical, Consitent, Adaptable, Obedient","Photography, Travel, Dancing","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1.25,"Visual, Logical / Patterns, Social, Intuitive, Auditory, Kinaesthetic / Hands-on",8
20-63238,Cora Fonseca,20-63238@g.batstate-u.edu.ph,8ikfc(k9HO,2000-12-04,Female,Single,True,True,True,Bicycle,With Family,"Ambitious, Consitent, Diligent","Music, Dancing, Art","CS 311, CS 312, IT 321, IT 314, IT 331, Math 408, GEd 104",2020,Third Year,1.5,"Kinaesthetic / Hands-on, Intuitive, Social, Visual, Auditory",8
19-23139,James Paul,19-23139@g.batstate-u.edu.ph,Z60aY4b)0,1999-11-24,Male,Single,False,True,False,Private Car / Taxi,Dormitory,"Witty, Honest, Creative","Sports, Food","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,1,"Social, Logical / Patterns, Kinaesthetic / Hands-on, Auditory, Read/Write",0
21-32314,Elaine Heacock,21-32314@g.batstate-u.edu.ph,bzZKOoH?6a,2002-02-26,Female,Single,False,False,True,Bus,Dormitory,"Witty, Confident, Careful, Analytical","Travel, Photography","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,2,"Intuitive, Read/Write, Social",10
22-11885,Jason Ferguson,22-11885@g.batstate-u.edu.ph,4nJ6_Sm<,2002-12-15,Male,Single,False,False,True,Bus,Apartment,"Ambitious, Honest, Adventurous, Obedient","Volunteering, Dancing, Photography, Programming","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1.25,"Social, Read/Write, Visual, Logical / Patterns, Auditory",0
22-77330,Edward Davis,22-77330@g.batstate-u.edu.ph,"fd%W3C,<,b",2003-06-21,Male,Single,False,False,True,Bus,With Family,"Creative, Adventurous, Careful, Honest, Analytical","Reading Books, Games, Music, Dancing","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,2,"Intuitive, Social, Auditory, Kinaesthetic / Hands-on",9
22-67822,Anthony Weeks,22-67822@g.batstate-u.edu.ph,dL5M74$3),2004-01-21,Male,Single,False,True,False,Bus,Dormitory,"Honest, Responsible, Consitent, Confident, Creative, Ambitious","Photography, Food, Reading Books, Programming","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,1.25,"Auditory, Logical / Patterns",5
19-41550,Kyle Hammons,19-41550@g.batstate-u.edu.ph,_t3k-BS?Y,1999-03-31,Male,Single,True,True,False,Bus,Dormitory,"Cooperative, Creative, Obedient, Alert, Responsible","Photography, Food","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1,"Social, Kinaesthetic / Hands-on",10
20-59051,James Moser,20-59051@g.batstate-u.edu.ph,KURrr99d(,2002-06-28,Male,Single,False,False,True,Bus,With Family,"Alert, Adventurous, Creative, Analytical, Cooperative, Persistent","Volunteering, Games, Photography, Programming","CS 321, CS 322, CS 324, Math 409, GEd 103, NTT 404",2020,Third Year,1.25,"Kinaesthetic / Hands-on, Visual, Auditory",6
19-66040,Wendy Brown,19-66040@g.batstate-u.edu.ph,6aa)J$QV*),1999-07-30,Female,Single,False,False,True,Private Car / Taxi,Dormitory,"Persistent, Cooperative, Self-Disciplined","Music, Programming, Sports, Dancing","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1,"Social, Auditory",0
22-63174,Sara Edmonds,22-63174@g.batstate-u.edu.ph,TOo21Z=w,2002-09-10,Female,Single,False,False,False,Private Car / Taxi,With Family,"Ambitious, Punctual, Confident, Careful, Obedient, Creative","Volunteering, Music, Travel","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,1.25,"Visual, Auditory",7
20-94453,Cindy Scott,20-94453@g.batstate-u.edu.ph,W$AKQV2iTS,2002-08-30,Female,Single,True,True,False,Bus,With Family,"Responsible, Cooperative, Confident, Creative, Persistent","Travel, Sports, Games, Food","CS 311, CS 312, IT 321, IT 314, IT 331, Math 408, GEd 104",2020,Third Year,1,"Auditory, Read/Write",3
21-71481,Sylvia King,21-71481@g.batstate-u.edu.ph,Cg?ctUf6,2002-04-04,Female,Single,False,True,False,Bus,Dormitory,"Obedient, Responsible, Diligent, Honest, Alert","Yoga, Reading Books","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,2,"Logical / Patterns, Intuitive, Auditory, Read/Write",2
22-66358,Geraldine Stile,22-66358@g.batstate-u.edu.ph,okC2z-Kt?,2004-09-30,Female,Single,True,False,False,Bus,Dormitory,"Analytical, Diligent, Persistent, Careful, Witty","Sports, Games, Dancing, Art","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,1,"Social, Intuitive, Auditory, Logical / Patterns",5
21-94879,Lula Russell,21-94879@g.batstate-u.edu.ph,=Lx0YT2-,2003-10-30,Female,Single,True,False,False,Bus,Apartment,"Self-Disciplined, Responsible, Consitent, Adventurous, Confident, Persistent","Programming, Games, Travel","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,2,"Logical / Patterns, Social, Visual",0
19-63931,Clarence Baker,19-63931@g.batstate-u.edu.ph,uX$x0^7PO=,1999-07-02,Male,Married,True,False,False,Bus,Dormitory,"Careful, Honest, Adaptable","Programming, Food","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1,"Logical / Patterns, Auditory, Social, Visual, Kinaesthetic / Hands-on, Read/Write",1
20-37483,Joyce Dominguez,20-37483@g.batstate-u.edu.ph,"r4l,6!ND4N",2001-09-29,Female,Single,True,False,False,Private Car / Taxi,Dormitory,"Creative, Ambitious, Cooperative","Volunteering, Yoga","CS 311, CS 312, IT 321, IT 314, IT 331, Math 408, GEd 104",2020,Third Year,2,"Visual, Logical / Patterns, Social",0
19-10939,Gaston Druetta,19-10939@g.batstate-u.edu.ph,<wfKzI_6,1999-05-17,Male,Single,True,False,True,Bus,Apartment,"Cooperative, Honest, Consitent","Volunteering, Photography, Programming, Reading Books","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,1.5,"Logical / Patterns, Social, Intuitive, Read/Write, Auditory, Visual",2
20-95545,Troy Pappas,20-95545@g.batstate-u.edu.ph,Djl(=nwVp4,2001-09-28,Male,Single,False,False,False,Bus,With Family,"Creative, Self-Disciplined, Adventurous, Obedient, Responsible","Travel, Dancing, Art, Reading Books","CS 311, CS 312, IT 321, IT 314, IT 331, Math 408, GEd 104",2020,Third Year,1.25,"Intuitive, Auditory, Read/Write, Kinaesthetic / Hands-on",2
19-65609,Lindsey Watts,19-65609@g.batstate-u.edu.ph,%Pm5CO9^VS,2000-02-22,Female,Single,True,False,False,Private Car / Taxi,With Family,"Diligent, Cooperative, Responsible, Honest, Punctual","Travel, Photography","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,2,"Read/Write, Logical / Patterns, Auditory",7
21-29831,Bobbie Ohara,21-29831@g.batstate-u.edu.ph,-46dttOr>,2002-03-08,Female,Single,False,False,False,Bus,With Family,"Ambitious, Adaptable, Responsible","Reading Books, Yoga, Music, Games","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,1.25,"Social, Logical / Patterns",6
19-90570,Stephanie Donohue,19-90570@g.batstate-u.edu.ph,0Mur#I<H+,1999-10-31,Female,Single,False,False,False,Bus,With Family,"Adaptable, Responsible, Witty","Games, Music, Art","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,1.5,"Logical / Patterns, Intuitive, Visual, Kinaesthetic / Hands-on, Read/Write, Auditory",2
19-44926,Robert Cullen,19-44926@g.batstate-u.edu.ph,L%8(I(.p,1999-05-09,Male,Single,False,False,False,Bus,Other,"Adventurous, Self-Disciplined, Careful","Dancing, Games, Yoga","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1,"Visual, Logical / Patterns, Social, Read/Write",0
19-56748,Estella Fujihara,19-56748@g.batstate-u.edu.ph,uX?A%fs4R,1999-05-15,Female,Single,True,True,False,Bus,Apartment,"Careful, Self-Disciplined, Ambitious, Cooperative, Witty","Programming, Art","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1.5,"Auditory, Intuitive, Read/Write, Logical / Patterns",1
21-52014,Lynette Simon,21-52014@g.batstate-u.edu.ph,N!PD*eii&0,2002-07-27,Female,Single,False,False,False,Private Car / Taxi,Dormitory,"Ambitious, Persistent, Self-Disciplined","Reading Books, Sports, Games","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1.25,"Read/Write, Intuitive, Visual",2
21-03698,Sherman Nelson,21-03698@g.batstate-u.edu.ph,pml%<49M,2003-12-18,Male,Single,False,False,False,Private Car / Taxi,With Family,"Consitent, Witty, Confident, Analytical, Adaptable","Programming, Reading Books, Music","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1,"Intuitive, Visual, Social, Logical / Patterns",4
20-43139,Joseph Jenkins,20-43139@g.batstate-u.edu.ph,x(c!7MDB,2002-06-06,Male,Single,False,False,False,Private Car / Taxi,Dormitory,"Diligent, Confident, Responsible","Programming, Dancing, Sports","CS 311, CS 312, IT 321, IT 314, IT 331, Math 408, GEd 104",2020,Third Year,1,"Intuitive, Kinaesthetic / Hands-on",5
22-72264,Barbara Haun,22-72264@g.batstate-u.edu.ph,"0%rt_,^DTk",2002-09-16,Female,Single,False,False,True,Private Car / Taxi,Dormitory,"Honest, Ambitious, Obedient, Diligent, Witty","Dancing, Art","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1,"Kinaesthetic / Hands-on, Social, Read/Write, Intuitive, Logical / Patterns",3
19-76376,Stephanie Gibson,19-76376@g.batstate-u.edu.ph,8izclKU),2000-11-08,Female,Single,True,False,False,Bus,Apartment,"Confident, Obedient, Witty, Persistent, Creative","Reading Books, Travel, Music","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,2,"Intuitive, Social, Read/Write, Kinaesthetic / Hands-on",10
21-16432,Juana Depuy,21-16432@g.batstate-u.edu.ph,SNX-4E8h,2001-03-08,Female,Single,False,False,False,Private Car / Taxi,With Family,"Adventurous, Adaptable, Diligent, Ambitious, Creative","Reading Books, Travel","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,1.5,"Intuitive, Logical / Patterns, Read/Write, Auditory, Social, Visual",5
21-22902,Norma Wilson,21-22902@g.batstate-u.edu.ph,JVo(>8r(,2002-02-17,Female,Single,False,False,False,Bus,With Family,"Confident, Adventurous, Diligent","Sports, Music, Yoga, Photography","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,1,"Intuitive, Read/Write, Kinaesthetic / Hands-on, Visual, Auditory, Social",0
19-08832,Deanna Ridgeway,19-08832@g.batstate-u.edu.ph,"a,Hxs^20+",1999-08-23,Female,Single,False,False,True,Bus,Dormitory,"Confident, Self-Disciplined, Punctual, Adventurous, Diligent, Honest","Sports, Dancing, Yoga, Volunteering","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,2,"Visual, Logical / Patterns, Social, Read/Write, Auditory",7
21-61908,Mary Alvarado,21-61908@g.batstate-u.edu.ph,c8%P656Z,2003-05-17,Female,Single,False,False,False,Private Car / Taxi,Dormitory,"Adventurous, Consitent, Witty, Honest","Travel, Volunteering","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1,"Auditory, Kinaesthetic / Hands-on, Visual",10
22-94651,John Terry,22-94651@g.batstate-u.edu.ph,R&tziSQ9,2002-09-01,Male,Single,True,False,False,Private Car / Taxi,Other,"Obedient, Diligent, Self-Disciplined, Analytical, Adventurous, Cooperative","Music, Games, Yoga","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1.25,"Intuitive, Visual, Auditory, Logical / Patterns, Social",9
22-77426,Enrique Perryman,22-77426@g.batstate-u.edu.ph,",D(Tx&45",2004-08-12,Male,Single,False,False,False,Private Car / Taxi,With Family,"Creative, Self-Disciplined, Careful, Diligent, Alert","Games, Programming, Art, Dancing","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,2,"Logical / Patterns, Auditory",9
21-31924,Maribel Clevenger,21-31924@g.batstate-u.edu.ph,-a6!fToF?,2003-09-06,Female,Single,True,False,False,Bus,Dormitory,"Adventurous, Adaptable, Confident, Consitent","Volunteering, Art","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,1.25,"Intuitive, Social, Kinaesthetic / Hands-on, Visual, Auditory",5
20-52351,Carolyn Fuller,20-52351@g.batstate-u.edu.ph,A64W)lS^&,2002-06-18,Female,Single,True,True,True,Bus,Dormitory,"Analytical, Diligent, Obedient, Honest","Volunteering, Photography, Reading Books","CS 321, CS 322, CS 324, Math 409, GEd 103, NTT 404",2020,Third Year,1.5,"Visual, Auditory",9
21-32842,Darnell Corrieri,21-32842@g.batstate-u.edu.ph,(fA4yOH8&,2003-03-10,Male,Married,True,False,True,Bicycle,With Family,"Alert, Confident, Obedient","Volunteering, Food","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,2,"Read/Write, Logical / Patterns, Kinaesthetic / Hands-on, Visual, Intuitive, Auditory",2
